,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252
1995,,2018-03-21,TA1805,4810.168507316046,4808.428214802546,4841.49377255906,4792.765582181039,0,448178,4806.687922289045,4817.12967737005,4815.389384856549,824118,5057.290044233151,4573.488725479946,5526,5,0.00036205648081108493,0.005123378748215375,0.007589403902531747,0.006630497581006724,0.006648289500050079,0.008914621777354458,0.009320579584448447
1996,,2018-03-22,TA1805,4810.168507316046,4838.013187532059,4872.819037802073,4797.986459721541,0,611870,4808.428214802546,4841.49377255906,4817.12967737005,732296,5059.030336746652,4575.229017993446,5560,5,0.006152732537097556,0.005735186814498863,0.007050144539328104,0.006705209802779517,0.0066840431515371715,0.008908575550897475,0.009328177456373871
1997,,2018-03-23,TA1805,4829.311724964555,4780.583534586533,4834.532602505056,4721.413589127508,0,754174,4838.013187532059,4778.843242073033,4841.49377255906,699866,5085.134724449164,4597.852820668956,5510,5,-0.011870503597122804,0.007299784873788532,0.007016544567409298,0.0069363031252476625,0.006868290234681239,0.008922147537926552,0.009353210903906322
1998,,2018-03-26,TA1805,4784.064119613535,4791.025289667538,4806.687922289045,4761.440316938026,0,414314,4780.583534586533,4785.804412127036,4778.843242073033,685914,5019.003608936135,4538.682875209931,5516,5,0.00218420094648736,0.007193395179294506,0.006060937279047174,0.0067549905507718645,0.006848905455067606,0.00892039855498983,0.009353382894945876
1999,,2018-03-27,TA1805,4796.24616720804,4752.738854370522,4801.467044748542,4731.855344208513,0,458708,4791.025289667538,4756.219439397523,4785.804412127036,676518,5025.964778990138,4545.644045263934,5466,5,-0.00799128223755905,0.007459989635788414,0.005975141384683748,0.006845444789997379,0.006924493556640665,0.00895089967983482,0.009362218085482122
2000,,2018-03-28,TA1805,4752.738854370522,4724.89417415451,4773.622364532531,4700.530078965499,0,359616,4752.738854370522,4726.634466668011,4756.219439397523,658082,4994.639513747125,4517.799365047922,5426,5,-0.005858659831563459,0.007437790242376322,0.005962192780437001,0.006437166514120006,0.006962552796120548,0.008966313024496074,0.00936969080894051
2001,,2018-03-29,TA1809,4724.89417415451,4702.203511330717,4726.63960975634,4688.240026516075,0,254746,4724.89417415451,4705.694382534377,4726.63960975634,834830,4964.018851605256,4489.260367907425,5396,5,-0.0048023642408569584,0.005155371639939451,0.005962333977498354,0.00644212178774295,0.00698644965696197,0.008960167687294497,0.009368183142539836
2002,,2018-03-30,TA1809,4698.712640127056,4738.857658969152,4765.039192996606,4695.221768923396,0,364346,4702.203511330717,4740.603094570983,4705.694382534377,847042,4941.328188781462,4470.060576287292,5448,5,0.007795100222716961,0.0065524290676552,0.006405468942409436,0.006590794136949305,0.007050673461819075,0.008964088008469494,0.009380109765019407
2003,,2018-04-02,TA1809,4738.857658969152,4752.821143783794,4791.22072702406,4738.857658969152,0,411308,4738.857658969152,4759.802886191115,4740.603094570983,865018,4977.982336419897,4503.223852722067,5482,5,0.0029465930018415134,0.0066741596296352535,0.006486717564110409,0.006617591782231355,0.006721468113857566,0.008922528548351193,0.009373957726633627
2004,,2018-04-03,TA1809,4747.584836978303,4758.057450589285,4765.039192996606,4717.912431747189,0,406350,4752.821143783794,4740.603094570983,4759.802886191115,903626,4998.927563641861,4520.67820874037,5430,5,0.001101726037458741,0.0056516984993289915,0.006545476453366684,0.006543360401331819,0.006715106342020193,0.008896149023402964,0.009358530953375603
2005,,2018-04-04,TA1809,4763.293757394776,4710.930689339868,4765.039192996606,4707.439818136208,0,347346,4758.057450589285,4730.130480960001,4740.603094570983,927990,4977.982336419897,4503.223852722067,5438,5,-0.00990462215700653,0.0068953614315882,0.0063075497189095196,0.006610191966990652,0.006797067884720228,0.008933291808389289,0.009345560902500839
2006,,2018-04-09,TA1809,4712.676124941699,4691.730897719735,4728.385045358171,4660.31305688679,0,366870,4710.930689339868,4689.985462117905,4730.130480960001,981762,4967.509722808916,4492.751239111086,5400,5,-0.004075583549462712,0.0067907758787598554,0.006216951111547732,0.00641912252776472,0.006795802405638479,0.008936811051554873,0.009323988634204557
2007,,2018-04-10,TA1809,4696.967204525225,4740.603094570983,4763.293757394776,4688.240026516075,0,549642,4691.730897719735,4726.63960975634,4689.985462117905,965094,4925.61926836499,4454.35165587082,5392,5,0.010416666666666675,0.007633283599419806,0.00630562854053787,0.006665936182551812,0.0068026537692755995,0.008981919389104016,0.009344797920294067
2008,,2018-04-11,TA1809,4740.603094570983,4765.039192996606,4803.438776236871,4738.857658969152,0,630342,4740.603094570983,4773.766371005757,4726.63960975634,1003918,4964.018851605256,4489.260367907425,5466,5,0.005154639175257736,0.007898618684861337,0.006452714465103692,0.006734586781701302,0.006818240822777004,0.008390106310126827,0.009334014969024538
2009,,2018-04-12,TA1809,4775.511806607587,4777.257242209418,4806.929647440532,4761.548321792945,0,487150,4765.039192996606,4784.238984616739,4773.766371005757,1027764,5012.891048456503,4534.641693555011,5488,5,0.0025641025641025663,0.007951582403484368,0.0063581475257194426,0.006747735610208462,0.006554464224800327,0.008380413261178499,0.009316170257006874
2010,,2018-04-13,TA1809,4768.530064200267,4758.057450589285,4789.47529142223,4751.075708181964,0,501920,4777.257242209418,4770.275499802096,4784.238984616739,1021528,5025.109097669315,4543.368871564163,5468,5,-0.004018998903909529,0.006209890653762588,0.0062705832274330036,0.006767305218936782,0.006570315118494569,0.008388144253303033,0.009278138582202253
2011,,2018-04-16,TA1809,4759.802886191115,4761.548321792945,4801.693340635042,4742.348530172812,0,613528,4758.057450589285,4772.020935403927,4770.275499802096,988856,5009.400177252842,4531.150822351351,5468,5,0.0007336757153337958,0.005344097152058511,0.006182308586386158,0.006765542208237485,0.006426986232136785,0.00838779786090261,0.009193714645723227
2012,,2018-04-17,TA1809,4768.530064200267,4798.20246943138,4855.801844291779,4765.039192996606,0,794746,4761.548321792945,4808.675083042363,4772.020935403927,994216,5011.145612854672,4532.896257953182,5464,5,0.007697947214076253,0.004462620964124238,0.006311594211645378,0.006855819498567199,0.006509637317457903,0.008408261680676486,0.009195212861110916
2013,,2018-04-18,TA1809,4798.20246943138,4829.620310264326,4843.583795078967,4798.20246943138,0,470594,4798.20246943138,4826.129439060665,4808.675083042363,1013630,5049.545196094939,4567.804969989787,5534,5,0.006547835576573441,0.004712086583863789,0.006458753021608356,0.006941196323483126,0.006554410762109013,0.008425029138196425,0.009190564374030076
2014,,2018-04-19,TA1809,4840.092923875307,4899.437734337535,4906.419476744857,4838.347488273477,0,823072,4829.620310264326,4881.983378319233,4826.129439060665,1041150,5068.744987715071,4583.513890406259,5612,5,0.014456089627755542,0.00704630234003385,0.007035804002921253,0.0073073692604152555,0.006810931155693571,0.008513917749275,0.009228160550214711
2015,,2018-04-20,TA1809,4913.401219152178,4866.274457902761,4922.128397161329,4845.329230680798,0,634228,4899.437734337535,4878.492507115573,4881.983378319233,1005488,5126.34436257547,4637.622394062997,5594,5,-0.006768792304951753,0.007979811005542533,0.007246275020788853,0.007364809340814758,0.006812127076536603,0.008533902780481795,0.009230864486127368
2016,,2018-04-23,TA1809,4864.529022300931,4894.201427532045,4909.910347948517,4857.54727989361,0,440822,4866.274457902761,4885.474249522894,4878.492507115573,1045898,5122.853491371809,4634.131522859337,5578,5,0.005738880918220925,0.007692770751940288,0.007230226336397669,0.007111014580246925,0.006802699669931132,0.00854544549764256,0.009207758536627619
2017,,2018-04-24,TA1809,4876.747071513742,4901.183169939366,4925.61926836499,4862.783586699101,0,472830,4894.201427532045,4897.692298735706,4885.474249522894,1052372,5129.83523377913,4641.113265266657,5608,5,0.0014265335235377511,0.007762768419165387,0.0066074694205437,0.006963570218811314,0.00671351718577346,0.008484916643211986,0.009207855654229657
2018,,2018-04-25,TA1809,4901.183169939366,4887.219685124724,4906.419476744857,4862.783586699101,0,503528,4901.183169939366,4885.474249522894,4897.692298735706,1030406,5143.798718593772,4651.58587887764,5602,5,-0.002849002849002931,0.008201582779687938,0.006666293106316759,0.006586854809850382,0.006678798291647316,0.008441337352974535,0.009209811179377933
2019,,2018-04-26,TA1809,4887.219685124724,4866.274457902761,4901.183169939366,4857.54727989361,0,528174,4887.219685124724,4880.237942717403,4885.474249522894,1049544,5129.83523377913,4641.113265266657,5590,5,-0.00428571428571413,0.004954545405158068,0.006450800918576194,0.006569180399012911,0.006700185493471327,0.008447777970955217,0.00917272747411774
2020,,2018-04-27,TA1809,4871.510764708251,4869.765329106422,4887.219685124724,4861.03815109727,0,380380,4866.274457902761,4875.001635911913,4880.237942717403,1050134,5124.598926973639,4635.876958461166,5588,5,0.0007173601147775923,0.003932448467961661,0.006236055273667445,0.0065752565428804,0.006690911412603645,0.008441325262442973,0.009172746088332715
2021,,2018-05-02,TA1809,4859.29271549544,4913.401219152178,4930.855575170481,4852.310973088119,0,485240,4869.765329106422,4901.183169939366,4875.001635911913,1085484,5119.362620168148,4630.640651655676,5574,5,0.008960573476702463,0.005152035074866235,0.00625987176552546,0.0067337468178147635,0.006676102688344632,0.008473833633378414,0.009139058615296463
2022,,2018-05-03,TA1809,4911.655783550347,4904.674041143026,4915.146654754009,4887.219685124724,0,358288,4913.401219152178,4904.674041143026,4901.183169939366,1086968,5147.289589797432,4655.0767500813,5624,5,-0.0017761989342806675,0.005251853630296426,0.006176347964811916,0.0067268786958509675,0.0066781452996400245,0.008476665647816337,0.009132422276069247
2023,,2018-05-04,TA1809,4897.692298735706,4897.692298735706,4906.419476744857,4869.765329106422,0,510932,4904.674041143026,4887.219685124724,4904.674041143026,1099744,5150.780461001093,4658.56762128496,5598,5,-0.001423487544483934,0.005084131904965891,0.006208601831976657,0.006647606536272786,0.0064281186165684595,0.008474912636767543,0.009126368022630903
